REF	TIMESTAMP	EVENT_TYPE	SOURCE	PATH	SHA256	PREVIOUS_REF
GSOS-TL-0108	2026-08-07 04:34:12	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime/router/router.sh	071942e919233555dbe9d658c0ac3947f7ffa221b6b36b61a04a6783f70765a8	-
GSOS-TL-0109	2026-08-07 04:40:10	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime/listeners/decision-listener.sh	cf3cf379f30d6ede01d8553d08cdc6deda3e9275b2505e02d50110f081996ad6	-
GSOS-TL-0110	2026-08-07 11:53:49	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime/dispatcher/runtime-dispatcher.sh	44c0f7cda28687906cbb0f4189d5823f058b7513f396acee1729d51001fc5260	-
GSOS-TL-0111	2026-08-07 12:07:38	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime/scheduler/runtime-scheduler.sh	c8def99d6b0a2d38af3d2957b700e04e89344b6c45ab2f1be55f5bcc93c131bc	-
GSOS-TL-0112	2026-08-07 17:10:18	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime/supervisor/watchdog.sh	da4a79d447415691bd722dd416e04c44df5547a01529ad38220e31f67fbffa6c	-
GSOS-TL-0113	2026-08-07 17:20:32	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime/service/start.sh	a50c6c5781f4f9e91ceec87eca26d35d81e3bd8598a56a8cbaf11af548d36273	-
GSOS-TL-0114	2026-08-07 17:21:57	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime/service/stop.sh	e345199e0171b9d775aa65a3a74380730bd6de669d641a73c7e2ae5d1fec5cb7	-
GSOS-TL-0115	2026-08-07 17:23:28	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime/service/health.sh	ba65cd9796fb81dfecd08218975d1125b59ae70ab02d5ab58f43d4eb3017771e	-
GSOS-TL-0116	2026-08-07 17:24:47	CONTENT_TIMESTAMP	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime/logs/runtime.log	174d7676bc863f0aaccdf2605952f90226c3bca5979668958f1dc41fd20e36af	-
GSOS-TL-0117	2026-08-07 17:24:47	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime/logs/runtime.log	174d7676bc863f0aaccdf2605952f90226c3bca5979668958f1dc41fd20e36af	-
GSOS-TL-0118	2026-08-07 17:32:50	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime/health-check.sh	d194f75054655c7a737398f802c6ce04030f79e2a6e6b42ce4f1c42eba12f139	-
GSOS-TL-0119	2026-08-07 18:27:34	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime/controller/runtime-controller.sh	2fd3aea349056338d10fdb2b9c776c813b42b4fbe20985d982af7f5b7250c032	-
GSOS-TL-0120	2026-08-07 18:42:18	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime/monitor/runtime-monitor.sh	17e6faa96240dacd6ed277480e68b97b6596d29decac3a6c960d50bc57de717a	-
GSOS-TL-0121	2026-08-07 18:53:18	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime/supervisor/supervisor.sh	0ffa3335290d9027d648cb5fdc1ea49650d4491d469a501e3b5cec7f5f147860	-
GSOS-TL-0122	2026-08-07 19:24:32	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime/service/runtime-loop.sh	02e70813822bba65cf70bb37f5c46a9bb951d9cf1fea39a100963bdd9dcd6705	-
GSOS-TL-0123	2026-08-07 20:32:23	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime/state/service.state	c8fc97af603e602e1eaa5d24b40afc6baae62416093c7b35da81525624ae22b9	-
GSOS-TL-0124	2026-08-07 21:51:42	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/eventbus/eventbus.sh	0d23a5bb27a048b35d490da99e8bb06b08ed290e6ef843b3e3041667c553b34d	-
GSOS-TL-0125	2026-08-07 21:55:49	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/kernel/kernel.sh	da5b9606247b5330e787727281825f3b09cff329966878f452c63d5d6bc6e27b	-
GSOS-TL-0126	2026-08-07 22:51:33	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/services/service-manager.sh	84186e22856e8ec34cdb7198cf799f2ba8fc93a22bdead0dd7bc668a0cc783a8	-
GSOS-TL-0127	2026-08-07 23:21:44	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/scheduler/runtime-scheduler.sh	264729d3bc22c05da653ce4b7822e3587bc8d4611f9f53ee13cb0e26b8a796fc	-
GSOS-TL-0128	2026-08-07 23:29:04	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/dispatcher/runtime-dispatcher.sh	cfbe5b499522e6279671ae74005000b5dbf35b2066cc09205a142d2a62344b02	-
GSOS-TL-0129	2026-08-07 23:59:25	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/decision/decision-engine.sh	b1a2cfb38378a0a3499bee02d1d2149393a2c1a123fd76f8ece5db166c8a5746	-
GSOS-TL-0130	2026-08-08 00:14:04	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/policy/policy-engine.sh	ccc346eb58bbd3c6d071b87f15b82bcd1e5b83d6fa09dc25b0d82d2c11ce45ea	-
GSOS-TL-0131	2026-08-08 03:27:44	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/supervisor/supervisor.sh	3b3520e691e22d465417cf5a748cf03e27831720b3cb6787e939c5c2658f1481	-
GSOS-TL-0132	2026-08-08 12:20:37	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/watchdog/watchdog.sh	0d8a790cdb11657e5f6a622ed55dadb33f5652928f09d99cf66250617209a78c	-
GSOS-TL-0133	2026-08-08 14:14:56	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/execution/execution-engine.sh	d7c90caa9063c0c3a6b8934b815d62bca34defa4a6a7607184fc7a0275f471ff	-
GSOS-TL-0134	2026-08-08 18:07:27	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/state-manager/state-manager.sh	1855b04618c7322d15c9ac774528f22713a96b8dc8f16e536de28350f06b02cb	-
GSOS-TL-0135	2026-08-09 00:52:57	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/health/health-check.sh	0482a6e858591b5ba07fd81143dc5112cebd63f7226531aa8b6758dd5ec4b2dc	-
GSOS-TL-0136	2026-08-09 01:12:06	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/recovery/recovery-controller.sh.bak	df2e92c35cfcd149917ddc61ecd9d6f4890c029c163b5dcc6f07618b8ebeca1f	-
GSOS-TL-0137	2026-08-09 01:14:39	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/recovery/recovery-controller.sh	ed88a5d4dcd1b0f4243753b4f6070deb54a60381a4f13bc4cd81594527565382	-
GSOS-TL-0138	2026-08-09 05:32:44	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/audit/stable-baseline.txt	d0e7efabcb1eefb1880a7e427233b73e1c435b70c842e102669956849f60f7aa	-
GSOS-TL-0139	2026-08-09 06:07:54	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/orchestrator/runtime-orchestrator.sh.bak	5aab3be9c7b3c75dc44841fc0524b1cb058813cc17d9f119c9aee05a980670f9	-
GSOS-TL-0140	2026-08-09 06:08:35	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/orchestrator/runtime-orchestrator.sh	a83f658a0ecf28b70854430469cf2c1c3eb12ad2f9818d050d5498e6ee69a57c	-
GSOS-TL-0141	2026-08-09 19:18:32	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/events/s02_health.log	86249d0e143e52d2cbfcfa72d6ae7795ca3c0959ed244bc4123a70d3397b1fda	-
GSOS-TL-0142	2026-08-09 19:18:32	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/events/s02_orchestrator.log	5cbce4ecac6f2e0ac4e31e2bcf9c0c8749752db0326b5ab9841164c9de5f5209	-
GSOS-TL-0143	2026-08-09 19:31:52	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/events/s03_trace.log	4239ee086711cdf7e5522e7abe5d3aa2e786e7c2a0e3e2b9c9e56e32dc6ffe93	-
GSOS-TL-0144	2026-08-09 19:41:37	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/events/s04_no_fault_trace.log	5cbce4ecac6f2e0ac4e31e2bcf9c0c8749752db0326b5ab9841164c9de5f5209	-
GSOS-TL-0145	2026-08-09 19:55:51	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/events/s04_health.log	86249d0e143e52d2cbfcfa72d6ae7795ca3c0959ed244bc4123a70d3397b1fda	-
GSOS-TL-0146	2026-08-10 01:23:42	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/events/s05_health.log	86249d0e143e52d2cbfcfa72d6ae7795ca3c0959ed244bc4123a70d3397b1fda	-
GSOS-TL-0147	2026-08-10 01:23:42	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/events/s05_trace.log	59646900c95c87402a7313d4ef72fa0f6d925120749dffbeedf05c04e561bca9	-
GSOS-TL-0148	2026-08-10 06:17:53	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/events/event.log	ad37de8d37fda566ba81ce0475b793fc04ae6355e0ea8f071b6f48b129b9bdff	-
GSOS-TL-0149	2026-08-10 06:17:54	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/events/runtime-events.log	83a797ad4876a109dbe72032c7654c5268d6016b48aa2999972c8d63cdde371f	-
GSOS-TL-0150	2026-08-10 06:17:54	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/logs/execution.log	7e47afe9ec80a58359de23b068edbb5b9a0678e9ab1f15d5d0a3af73ac07882a	-
GSOS-TL-0151	2026-08-10 06:17:54	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/state/decision.state	e6864b5ccdb387fb7379312005634d106bf2758362830c16d34be9b90e8a7c72	-
GSOS-TL-0152	2026-08-10 06:17:54	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/state/execution.state	728658e8c09498e1af69f86568c8a710234ec5e4995c7e3e4543675072ecab16	-
GSOS-TL-0153	2026-08-10 06:17:54	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/state/policy.state	e6864b5ccdb387fb7379312005634d106bf2758362830c16d34be9b90e8a7c72	-
GSOS-TL-0154	2026-08-10 06:17:54	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/state/service.state	4748cddaa61dd678cdc3f613381d33c95aacc207c2eb606152eb2158862e26f5	-
GSOS-TL-0155	2026-08-10 06:17:55	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/events/s06_health.log	86249d0e143e52d2cbfcfa72d6ae7795ca3c0959ed244bc4123a70d3397b1fda	-
GSOS-TL-0156	2026-08-10 06:17:55	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/events/s06_trace.log	812f561b9e72fff3f99c9690e0eb3515adc60752e75634ebec01b2898783a615	-
GSOS-TL-0157	2026-08-10 07:21:25	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/runtime-v2/events/s07_doc_audit.log	1cbc194eb9ea45da492e6c81e7f4a432a6ff163873848d79dd65068dd4a6d8dd	-
GSOS-TL-0158	2026-08-11 00:25:18	CONTENT_TIMESTAMP	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/docs/s08/WORKSPACE_METADATA.txt	a1cf5bcf07cd069064f286ae5fa54fa395fff6b590cdac17065770d845892f62	-
GSOS-TL-0159	2026-08-11 00:25:18	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/docs/s08/.keep	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	-
GSOS-TL-0160	2026-08-11 00:25:18	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/docs/s08/WORKSPACE_METADATA.txt	a1cf5bcf07cd069064f286ae5fa54fa395fff6b590cdac17065770d845892f62	-
GSOS-TL-0161	2026-08-11 00:35:11	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/docs/s08/CHARTER_BASELINE_METADATA.txt	45d92404538396a83f10706887072461badbac54ec2ff1659518b69ef2f4cc46	-
GSOS-TL-0162	2026-08-11 00:45:53	FILE_METADATA	LOCAL_PROJECT	/data/data/com.termux/files/home/sos-observer/gsos/docs/s08/FOUNDING_CHARTER_GSOS_S08_DRAFT_AR.md	e64cb7716bcf7940dbbfe6aa7cc541e62e91f5defbcb99d8459baea4d1446a13	-
